doc_id,month,filing_period,vendor_name,vendor_gstin,vendor_type,vendor_reliability,invoice_date,taxable_value,gst_rate_pct,books_igst,gstr2b_igst,difference,mismatch_type,itc_eligible,itc_at_risk,status
GST-021472,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,154190.82,28,43173.43,43173.43,0.0,None,43173.43,0.0,Reconciled
GST-021473,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,163613.12,18,29450.36,29450.36,0.0,None,29450.36,0.0,Reconciled
GST-021474,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,43097.07,28,12067.18,12067.18,0.0,None,12067.18,0.0,Reconciled
GST-021475,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,192065.95,28,53778.47,53778.47,0.0,None,53778.47,0.0,Reconciled
GST-021476,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,248750.78,18,44775.14,44775.14,0.0,None,44775.14,0.0,Reconciled
GST-021477,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,58860.39,28,16480.91,16480.91,0.0,None,16480.91,0.0,Reconciled
GST-021478,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,87269.5,18,15708.51,15708.51,0.0,None,15708.51,0.0,Reconciled
GST-021479,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,214740.44,18,38653.28,38653.28,0.0,None,38653.28,0.0,Reconciled
GST-021480,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,144496.97,12,17339.64,12447.91,-4891.73,Short in 2B,12447.91,4891.73,Mismatch
GST-021481,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,142222.99,28,39822.44,39822.44,0.0,None,39822.44,0.0,Reconciled
GST-021482,2023-02,Feb-2023,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2023-02-01,210618.04,18,37911.25,37911.25,0.0,None,37911.25,0.0,Reconciled
GST-021483,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,30673.06,18,5521.15,5521.15,0.0,None,5521.15,0.0,Reconciled
GST-021484,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,207715.86,12,24925.9,24925.9,0.0,None,24925.9,0.0,Reconciled
GST-021485,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,78869.83,12,9464.38,9464.38,0.0,None,9464.38,0.0,Reconciled
GST-021486,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,87326.16,12,10479.14,10479.14,0.0,None,10479.14,0.0,Reconciled
GST-021487,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,244602.44,28,68488.68,68488.68,0.0,None,68488.68,0.0,Reconciled
GST-021488,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,186602.1,28,52248.59,0.0,-52248.59,Missing in 2B,0.0,52248.59,Mismatch
GST-021489,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,249192.93,28,69774.02,69774.02,0.0,None,69774.02,0.0,Reconciled
GST-021490,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,145769.19,18,26238.45,26238.45,0.0,None,26238.45,0.0,Reconciled
GST-021491,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,139482.78,5,6974.14,6974.14,0.0,None,6974.14,0.0,Reconciled
GST-021492,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,28367.13,5,1418.36,1418.36,0.0,None,1418.36,0.0,Reconciled
GST-021493,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,86209.11,28,24138.55,24138.55,0.0,None,24138.55,0.0,Reconciled
GST-021494,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,108045.25,5,5402.26,5402.26,0.0,None,5402.26,0.0,Reconciled
GST-021495,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,87201.16,28,24416.32,24416.32,0.0,None,24416.32,0.0,Reconciled
GST-021496,2023-03,Mar-2023,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2023-03-01,73956.59,18,13312.19,13312.19,0.0,None,13312.19,0.0,Reconciled
GST-021497,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,242790.63,12,29134.88,29134.88,0.0,None,29134.88,0.0,Reconciled
GST-021498,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,124681.1,5,6234.06,6234.06,0.0,None,6234.06,0.0,Reconciled
GST-021499,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,53051.91,12,6366.23,6366.23,0.0,None,6366.23,0.0,Reconciled
GST-021500,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,39989.26,12,4798.71,4798.71,0.0,None,4798.71,0.0,Reconciled
GST-021501,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,109165.48,18,19649.79,19649.79,0.0,None,19649.79,0.0,Reconciled
GST-021502,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,246664.25,12,29599.71,29599.71,0.0,None,29599.71,0.0,Reconciled
GST-021503,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,170027.21,28,47607.62,47607.62,0.0,None,47607.62,0.0,Reconciled
GST-021504,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,108282.77,28,30319.18,30319.18,0.0,None,30319.18,0.0,Reconciled
GST-021505,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,236018.43,12,28322.21,28322.21,0.0,None,28322.21,0.0,Reconciled
GST-021506,2023-03,Mar-2023,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2023-03-01,61445.22,12,7373.43,7373.43,0.0,None,7373.43,0.0,Reconciled
GST-021507,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,138435.73,12,16612.29,16612.29,0.0,None,16612.29,0.0,Reconciled
GST-021508,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,94449.84,5,4722.49,5067.22,344.73,Excess in 2B,4722.49,0.0,Mismatch
GST-021509,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,160692.61,12,19283.11,21744.98,2461.87,Excess in 2B,19283.11,0.0,Mismatch
GST-021510,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,219899.57,18,39581.92,36865.91,-2716.01,Short in 2B,36865.91,2716.01,Mismatch
GST-021511,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,139543.03,18,25117.75,25117.75,0.0,None,25117.75,0.0,Reconciled
GST-021512,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,228384.36,12,27406.12,0.0,-27406.12,Missing in 2B,0.0,27406.12,Mismatch
GST-021513,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,146212.79,18,26318.3,26318.3,0.0,None,26318.3,0.0,Reconciled
GST-021514,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,154984.76,5,7749.24,7749.24,0.0,None,7749.24,0.0,Reconciled
GST-021515,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,89994.02,28,25198.33,25198.33,0.0,None,25198.33,0.0,Reconciled
GST-021516,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,209683.09,12,25161.97,25161.97,0.0,None,25161.97,0.0,Reconciled
GST-021517,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,200981.29,28,56274.76,56274.76,0.0,None,56274.76,0.0,Reconciled
GST-021518,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,199115.35,5,9955.77,11383.55,1427.78,Excess in 2B,9955.77,0.0,Mismatch
GST-021519,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,247121.14,12,29654.54,30007.62,353.08,Excess in 2B,29654.54,0.0,Mismatch
GST-021520,2023-03,Mar-2023,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2023-03-01,110274.36,5,5513.72,5513.72,0.0,None,5513.72,0.0,Reconciled
GST-021521,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,234945.25,5,11747.26,11747.26,0.0,None,11747.26,0.0,Reconciled
GST-021522,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,50048.09,28,14013.47,14013.47,0.0,None,14013.47,0.0,Reconciled
GST-021523,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,20185.54,5,1009.28,1009.28,0.0,None,1009.28,0.0,Reconciled
GST-021524,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,18033.2,5,901.66,901.66,0.0,None,901.66,0.0,Reconciled
GST-021525,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,46062.22,18,8291.2,8291.2,0.0,None,8291.2,0.0,Reconciled
GST-021526,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,20665.9,28,5786.45,5786.45,0.0,None,5786.45,0.0,Reconciled
GST-021527,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,155873.37,18,28057.21,28057.21,0.0,None,28057.21,0.0,Reconciled
GST-021528,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,191750.24,12,23010.03,23010.03,0.0,None,23010.03,0.0,Reconciled
GST-021529,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,26365.24,12,3163.83,3163.83,0.0,None,3163.83,0.0,Reconciled
GST-021530,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,61861.73,28,17321.28,17321.28,0.0,None,17321.28,0.0,Reconciled
GST-021531,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,202949.09,12,24353.89,24353.89,0.0,None,24353.89,0.0,Reconciled
GST-021532,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,234813.87,12,28177.66,28177.66,0.0,None,28177.66,0.0,Reconciled
GST-021533,2023-03,Mar-2023,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2023-03-01,155662.3,18,28019.21,28019.21,0.0,None,28019.21,0.0,Reconciled
GST-021534,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,142161.75,28,39805.29,39805.29,0.0,None,39805.29,0.0,Reconciled
GST-021535,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,18367.76,5,918.39,918.39,0.0,None,918.39,0.0,Reconciled
GST-021536,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,58437.02,28,16362.37,16362.37,0.0,None,16362.37,0.0,Reconciled
GST-021537,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,200119.41,5,10005.97,10005.97,0.0,None,10005.97,0.0,Reconciled
GST-021538,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,68291.57,18,12292.48,12292.48,0.0,None,12292.48,0.0,Reconciled
GST-021539,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,161952.54,18,29151.46,27134.26,-2017.2,Short in 2B,27134.26,2017.2,Mismatch
GST-021540,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,105876.16,12,12705.14,12705.14,0.0,None,12705.14,0.0,Reconciled
GST-021541,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,215879.36,5,10793.97,10793.97,0.0,None,10793.97,0.0,Reconciled
GST-021542,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,104954.26,18,18891.77,18336.76,-555.01,Short in 2B,18336.76,555.01,Mismatch
GST-021543,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,21065.21,28,5898.26,5898.26,0.0,None,5898.26,0.0,Reconciled
GST-021544,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,148014.33,28,41444.01,40092.46,-1351.55,Short in 2B,40092.46,1351.55,Mismatch
GST-021545,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,230622.61,18,41512.07,36952.54,-4559.53,Short in 2B,36952.54,4559.53,Mismatch
GST-021546,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,166709.46,5,8335.47,8335.47,0.0,None,8335.47,0.0,Reconciled
GST-021547,2023-03,Mar-2023,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2023-03-01,153465.43,28,42970.32,41196.17,-1774.15,Short in 2B,41196.17,1774.15,Mismatch
GST-021548,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,202173.83,12,24260.86,24260.86,0.0,None,24260.86,0.0,Reconciled
GST-021549,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,72774.15,5,3638.71,6608.1,2969.39,Excess in 2B,3638.71,0.0,Mismatch
GST-021550,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,26038.65,12,3124.64,3124.64,0.0,None,3124.64,0.0,Reconciled
GST-021551,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,145361.97,12,17443.44,17443.44,0.0,None,17443.44,0.0,Reconciled
GST-021552,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,54920.06,28,15377.62,15377.62,0.0,None,15377.62,0.0,Reconciled
GST-021553,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,111535.37,18,20076.37,20076.37,0.0,None,20076.37,0.0,Reconciled
GST-021554,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,168448.64,28,47165.62,47165.62,0.0,None,47165.62,0.0,Reconciled
GST-021555,2023-03,Mar-2023,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2023-03-01,56614.33,12,6793.72,0.0,-6793.72,Missing in 2B,0.0,6793.72,Mismatch
GST-021556,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,186234.23,28,52145.58,50374.3,-1771.28,Short in 2B,50374.3,1771.28,Mismatch
GST-021557,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,26979.1,12,3237.49,3237.49,0.0,None,3237.49,0.0,Reconciled
GST-021558,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,174223.26,18,31360.19,24997.95,-6362.24,Short in 2B,24997.95,6362.24,Mismatch
GST-021559,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,117707.11,18,21187.28,21187.28,0.0,None,21187.28,0.0,Reconciled
GST-021560,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,198870.07,18,35796.61,35796.61,0.0,None,35796.61,0.0,Reconciled
GST-021561,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,176514.46,12,21181.74,21181.74,0.0,None,21181.74,0.0,Reconciled
GST-021562,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,67794.49,5,3389.72,3389.72,0.0,None,3389.72,0.0,Reconciled
GST-021563,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,188825.48,12,22659.06,22659.06,0.0,None,22659.06,0.0,Reconciled
GST-021564,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,202802.12,12,24336.25,24336.25,0.0,None,24336.25,0.0,Reconciled
GST-021565,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,79072.9,28,22140.41,22140.41,0.0,None,22140.41,0.0,Reconciled
GST-021566,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,210663.77,18,37919.48,30240.5,-7678.98,Short in 2B,30240.5,7678.98,Mismatch
GST-021567,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,224182.44,18,40352.84,40352.84,0.0,None,40352.84,0.0,Reconciled
GST-021568,2023-03,Mar-2023,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2023-03-01,143918.28,5,7195.91,7195.91,0.0,None,7195.91,0.0,Reconciled
GST-021569,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,249183.68,28,69771.43,69771.43,0.0,None,69771.43,0.0,Reconciled
GST-021570,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,195696.21,5,9784.81,9784.81,0.0,None,9784.81,0.0,Reconciled
GST-021571,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,52303.14,18,9414.57,9414.57,0.0,None,9414.57,0.0,Reconciled
GST-021572,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,117002.26,5,5850.11,5850.11,0.0,None,5850.11,0.0,Reconciled
GST-021573,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,63954.12,18,11511.74,11511.74,0.0,None,11511.74,0.0,Reconciled
GST-021574,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,186756.71,18,33616.21,33616.21,0.0,None,33616.21,0.0,Reconciled
GST-021575,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,99085.64,18,17835.42,17835.42,0.0,None,17835.42,0.0,Reconciled
GST-021576,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,72293.46,5,3614.67,3614.67,0.0,None,3614.67,0.0,Reconciled
GST-021577,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,145065.87,5,7253.29,7253.29,0.0,None,7253.29,0.0,Reconciled
GST-021578,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,31251.09,18,5625.2,-726.39,-6351.59,Short in 2B,-726.39,6351.59,Mismatch
GST-021579,2023-03,Mar-2023,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2023-03-01,147514.84,12,17701.78,17701.78,0.0,None,17701.78,0.0,Reconciled
GST-021580,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,148336.87,18,26700.64,27396.56,695.92,Excess in 2B,26700.64,0.0,Mismatch
GST-021581,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,118526.7,28,33187.48,28192.74,-4994.74,Short in 2B,28192.74,4994.74,Mismatch
GST-021582,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,135721.35,5,6786.07,-524.04,-7310.11,Short in 2B,-524.04,7310.11,Mismatch
GST-021583,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,72005.89,12,8640.71,12418.31,3777.6,Excess in 2B,8640.71,0.0,Mismatch
GST-021584,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,55986.18,18,10077.51,4219.4,-5858.11,Short in 2B,4219.4,5858.11,Mismatch
GST-021585,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,99987.07,28,27996.38,27996.38,0.0,None,27996.38,0.0,Reconciled
GST-021586,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,225695.04,28,63194.61,61781.9,-1412.71,Short in 2B,61781.9,1412.71,Mismatch
GST-021587,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,153202.0,28,42896.56,42896.56,0.0,None,42896.56,0.0,Reconciled
GST-021588,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,205387.86,18,36969.81,36969.81,0.0,None,36969.81,0.0,Reconciled
GST-021589,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,84500.68,5,4225.03,4225.03,0.0,None,4225.03,0.0,Reconciled
GST-021590,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,57484.51,12,6898.14,8560.12,1661.98,Excess in 2B,6898.14,0.0,Mismatch
GST-021591,2023-03,Mar-2023,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2023-03-01,117458.87,5,5872.94,5872.94,0.0,None,5872.94,0.0,Reconciled
GST-021592,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,30833.56,5,1541.68,-247.04,-1788.72,Short in 2B,-247.04,1788.72,Mismatch
GST-021593,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,136748.21,28,38289.5,38289.5,0.0,None,38289.5,0.0,Reconciled
GST-021594,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,18433.11,5,921.66,921.66,0.0,None,921.66,0.0,Reconciled
GST-021595,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,18257.6,18,3286.37,3286.37,0.0,None,3286.37,0.0,Reconciled
GST-021596,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,87568.53,12,10508.22,10508.22,0.0,None,10508.22,0.0,Reconciled
GST-021597,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,19732.39,18,3551.83,3551.83,0.0,None,3551.83,0.0,Reconciled
GST-021598,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,181148.59,5,9057.43,9057.43,0.0,None,9057.43,0.0,Reconciled
GST-021599,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,170811.39,12,20497.37,20497.37,0.0,None,20497.37,0.0,Reconciled
GST-021600,2023-03,Mar-2023,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2023-03-01,19452.17,5,972.61,972.61,0.0,None,972.61,0.0,Reconciled
GST-021601,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,46238.09,18,8322.86,1092.47,-7230.39,Short in 2B,1092.47,7230.39,Mismatch
GST-021602,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,75205.01,18,13536.9,13536.9,0.0,None,13536.9,0.0,Reconciled
GST-021603,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,20785.23,28,5819.86,5819.86,0.0,None,5819.86,0.0,Reconciled
GST-021604,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,173599.9,12,20831.99,20831.99,0.0,None,20831.99,0.0,Reconciled
GST-021605,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,24467.9,18,4404.22,4404.22,0.0,None,4404.22,0.0,Reconciled
GST-021606,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,111510.42,18,20071.88,20071.88,0.0,None,20071.88,0.0,Reconciled
GST-021607,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,203882.48,5,10194.12,10194.12,0.0,None,10194.12,0.0,Reconciled
GST-021608,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,86295.6,18,15533.21,15533.21,0.0,None,15533.21,0.0,Reconciled
GST-021609,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,50572.23,18,9103.0,9103.0,0.0,None,9103.0,0.0,Reconciled
GST-021610,2023-03,Mar-2023,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2023-03-01,107485.5,5,5374.28,0.0,-5374.28,Missing in 2B,0.0,5374.28,Mismatch
