snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2023-09-01,RM007,Natural Flavors,Ingredient,Pune WH,259,2.8,77,2023-06-16,14,19,58,84,0,2200,569800,11396.0,Very Slow (61-90d),0,0.0,SUP-08
2023-09-01,RM008,Sucralose,Ingredient,Bangalore WH,299,1.49,147,2023-04-07,14,10,30,44,0,3400,1016600,20332.0,Dead (90+d),1,0.0,SUP-10
2023-09-01,RM008,Sucralose,Ingredient,Delhi WH,637,0.73,60,2023-07-03,8,2,7,21,0,3400,2165800,43316.0,Slow (31-60d),0,0.0,SUP-03
2023-09-01,RM008,Sucralose,Ingredient,Mumbai WH,769,0.19,98,2023-05-26,21,1,4,5,0,3400,2614600,52292.0,Dead (90+d),1,0.0,SUP-08
2023-09-01,RM008,Sucralose,Ingredient,Pune WH,260,0.94,96,2023-05-28,22,10,30,28,0,3400,884000,17680.0,Dead (90+d),1,0.0,SUP-01
2023-09-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,387,11.57,0,2023-09-01,9,52,156,347,0,1800,696600,13932.0,Active (0-30d),0,6.6,SUP-10
2023-09-01,RM009,Vitamin Premix,Ingredient,Delhi WH,370,13.85,19,2023-08-13,22,152,456,415,1,1800,666000,13320.0,Active (0-30d),0,4.9,SUP-07
2023-09-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,290,9.93,34,2023-07-29,21,104,312,297,1,1800,522000,10440.0,Slow (31-60d),0,0.0,SUP-02
2023-09-01,RM009,Vitamin Premix,Ingredient,Pune WH,168,14.61,24,2023-08-08,7,51,153,438,0,1800,302400,6048.0,Active (0-30d),0,17.9,SUP-04
2023-09-01,RM010,Packaging Material,Packaging,Bangalore WH,549,65.59,20,2023-08-12,9,295,885,1967,1,180,98820,1976.4,Active (0-30d),0,29.1,SUP-08
2023-09-01,RM010,Packaging Material,Packaging,Delhi WH,89,49.85,42,2023-07-21,10,249,747,1495,1,180,16020,320.4,Slow (31-60d),0,86.0,SUP-11
2023-09-01,RM010,Packaging Material,Packaging,Mumbai WH,313,69.85,14,2023-08-18,21,733,2199,2095,1,180,56340,1126.8,Active (0-30d),0,62.1,SUP-09
2023-09-01,RM010,Packaging Material,Packaging,Pune WH,261,4.93,164,2023-03-21,11,27,81,147,0,180,46980,939.6,Dead (90+d),1,0.0,SUP-10
2023-09-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,288,2.92,117,2023-05-07,11,16,48,87,0,950,273600,5472.0,Dead (90+d),1,0.0,SUP-10
2023-09-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,677,2.46,173,2023-03-12,22,27,81,73,0,950,643150,12863.0,Dead (90+d),1,0.0,SUP-11
2023-09-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,709,0.96,37,2023-07-26,23,11,33,28,0,950,673550,13471.0,Slow (31-60d),0,0.0,SUP-04
2023-09-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,514,2.29,148,2023-04-06,20,22,67,68,0,950,488300,9766.0,Dead (90+d),1,0.0,SUP-04
2023-09-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,241,45.78,0,2023-09-01,20,457,1372,1373,1,1800,433800,8676.0,Active (0-30d),0,56.7,SUP-11
2023-09-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,337,43.14,31,2023-08-01,21,452,1357,1294,1,1800,606600,12132.0,Slow (31-60d),0,28.0,SUP-03
2023-09-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,319,3.66,91,2023-06-02,24,43,130,109,0,1800,574200,11484.0,Dead (90+d),1,0.0,SUP-03
2023-09-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,456,53.68,14,2023-08-18,12,322,966,1610,1,1800,820800,16416.0,Active (0-30d),0,30.6,SUP-08
2023-09-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,139,26.81,5,2023-08-27,14,187,562,804,1,3200,444800,8896.0,Active (0-30d),0,55.8,SUP-07
2023-09-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,594,20.17,21,2023-08-11,9,90,271,604,0,3200,1900800,38016.0,Active (0-30d),0,3.2,SUP-05
2023-09-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,359,32.16,36,2023-07-27,14,225,675,964,1,3200,1148800,22976.0,Slow (31-60d),0,14.8,SUP-01
2023-09-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,123,33.47,12,2023-08-20,17,284,852,1004,1,3200,393600,7872.0,Active (0-30d),0,77.0,SUP-01
2023-10-01,BC001,BCAA 300g,Finished Good,Bangalore WH,144,28.26,15,2023-09-16,24,339,1017,847,1,1200,172800,3456.0,Active (0-30d),0,53.5,SUP-02
2023-10-01,BC001,BCAA 300g,Finished Good,Delhi WH,506,3.61,197,2023-03-18,13,23,69,108,0,1200,607200,12144.0,Dead (90+d),1,0.0,SUP-10
2023-10-01,BC001,BCAA 300g,Finished Good,Mumbai WH,306,25.16,2,2023-09-29,17,213,640,754,1,1200,367200,7344.0,Active (0-30d),0,23.9,SUP-09
2023-10-01,BC001,BCAA 300g,Finished Good,Pune WH,216,28.17,28,2023-09-03,19,267,802,845,1,1200,259200,5184.0,Active (0-30d),0,29.6,SUP-07
2023-10-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,590,16.19,17,2023-09-14,20,161,484,485,0,1600,944000,18880.0,Active (0-30d),0,0.0,SUP-07
2023-10-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,236,12.95,33,2023-08-29,12,77,232,388,0,1600,377600,7552.0,Slow (31-60d),0,5.4,SUP-06
2023-10-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,434,12.78,34,2023-08-28,23,146,439,383,1,1600,694400,13888.0,Slow (31-60d),0,0.0,SUP-07
2023-10-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,403,13.86,43,2023-08-19,17,117,352,415,0,1600,644800,12896.0,Slow (31-60d),0,0.0,SUP-03
2023-10-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,476,27.3,36,2023-08-26,9,122,367,819,0,1450,690200,13804.0,Slow (31-60d),0,5.2,SUP-10
2023-10-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,112,22.01,22,2023-09-09,21,231,693,660,1,1450,162400,3248.0,Active (0-30d),0,51.1,SUP-08
2023-10-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,472,22.53,29,2023-09-02,20,225,675,675,1,1450,684400,13688.0,Active (0-30d),0,4.6,SUP-04
2023-10-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,420,28.15,31,2023-08-31,15,211,633,844,1,1450,609000,12180.0,Slow (31-60d),0,9.7,SUP-03
2023-10-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,90,30.56,44,2023-08-18,9,137,412,916,1,800,72000,1440.0,Slow (31-60d),0,85.3,SUP-04
2023-10-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,194,21.81,11,2023-09-20,20,218,654,654,1,800,155200,3104.0,Active (0-30d),0,29.9,SUP-10
2023-10-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,82,20.89,16,2023-09-15,11,114,343,626,1,800,65600,1312.0,Active (0-30d),0,70.2,SUP-10
2023-10-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,450,20.74,18,2023-09-13,11,114,342,622,0,800,360000,7200.0,Active (0-30d),0,7.8,SUP-11
2023-10-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,148,2.09,40,2023-08-22,13,13,40,62,0,1900,281200,5624.0,Slow (31-60d),0,0.0,SUP-07
2023-10-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,655,0.2,188,2023-03-27,22,2,6,6,0,1900,1244500,24890.0,Dead (90+d),1,0.0,SUP-02
2023-10-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,417,2.03,54,2023-08-08,20,20,60,61,0,1900,792300,15846.0,Slow (31-60d),0,0.0,SUP-10
2023-10-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,770,2.16,155,2023-04-29,16,17,51,64,0,1900,1463000,29260.0,Dead (90+d),1,0.0,SUP-02
2023-10-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,493,13.51,26,2023-09-05,13,87,262,405,0,4200,2070600,41412.0,Active (0-30d),0,0.0,SUP-07
2023-10-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,383,1.06,165,2023-04-19,19,10,30,31,0,4200,1608600,32172.0,Dead (90+d),1,0.0,SUP-04
2023-10-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,73,1.14,188,2023-03-27,22,12,37,34,0,4200,306600,6132.0,Dead (90+d),1,0.0,SUP-06
2023-10-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,594,9.07,39,2023-08-23,17,77,231,272,0,4200,2494800,49896.0,Slow (31-60d),0,0.0,SUP-01
2023-10-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,160,38.69,5,2023-09-26,22,425,1276,1160,1,1750,280000,5600.0,Active (0-30d),0,70.4,SUP-04
2023-10-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,336,43.38,16,2023-09-15,9,195,585,1301,1,1750,588000,11760.0,Active (0-30d),0,33.3,SUP-04
2023-10-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,356,31.95,34,2023-08-28,22,351,1053,958,1,1750,623000,12460.0,Slow (31-60d),0,15.5,SUP-08
2023-10-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,206,4.19,134,2023-05-20,19,39,118,125,0,1750,360500,7210.0,Dead (90+d),1,0.0,SUP-02
2023-10-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,490,48.96,33,2023-08-29,10,244,733,1468,1,850,416500,8330.0,Slow (31-60d),0,18.9,SUP-06
2023-10-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,243,48.17,15,2023-09-16,19,457,1372,1444,1,850,206550,4131.0,Active (0-30d),0,54.2,SUP-03
2023-10-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,330,47.37,28,2023-09-03,10,236,709,1421,1,850,280500,5610.0,Active (0-30d),0,33.6,SUP-02
2023-10-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,386,46.4,35,2023-08-27,12,278,834,1391,1,850,328100,6562.0,Slow (31-60d),0,24.3,SUP-06
2023-10-01,RM002,Casein Powder,Raw Material,Bangalore WH,154,28.3,3,2023-09-28,9,127,381,849,1,920,141680,2833.6,Active (0-30d),0,53.8,SUP-09
2023-10-01,RM002,Casein Powder,Raw Material,Delhi WH,536,24.06,19,2023-09-12,10,120,360,721,0,920,493120,9862.4,Active (0-30d),0,7.1,SUP-02
2023-10-01,RM002,Casein Powder,Raw Material,Mumbai WH,135,26.3,14,2023-09-17,10,131,394,789,1,920,124200,2484.0,Active (0-30d),0,53.4,SUP-02
2023-10-01,RM002,Casein Powder,Raw Material,Pune WH,208,19.22,30,2023-09-01,8,76,229,576,1,920,191360,3827.2,Active (0-30d),0,17.6,SUP-11
2023-10-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,459,0.52,186,2023-03-29,17,4,12,15,0,780,358020,7160.4,Dead (90+d),1,0.0,SUP-01
2023-10-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,294,2.76,136,2023-05-18,10,13,40,82,0,780,229320,4586.4,Dead (90+d),1,0.0,SUP-07
2023-10-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,187,4.28,159,2023-04-25,22,47,141,128,0,780,145860,2917.2,Dead (90+d),1,0.0,SUP-07
2023-10-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,608,5.06,135,2023-05-19,10,25,75,151,0,780,474240,9484.8,Dead (90+d),1,0.0,SUP-03
2023-10-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,335,16.68,29,2023-09-02,16,133,399,500,1,1100,368500,7370.0,Active (0-30d),0,5.2,SUP-10
2023-10-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,31,19.91,2,2023-09-29,8,79,238,597,1,1100,34100,682.0,Active (0-30d),0,99.3,SUP-01
2023-10-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,429,23.17,10,2023-09-21,19,220,660,695,1,1100,471900,9438.0,Active (0-30d),0,12.8,SUP-03
2023-10-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,380,15.31,41,2023-08-21,19,145,435,459,1,1100,418000,8360.0,Slow (31-60d),0,0.0,SUP-06
2023-10-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,88,3.33,89,2023-07-04,10,16,49,99,0,650,57200,1144.0,Very Slow (61-90d),0,0.0,SUP-08
2023-10-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,122,1.08,105,2023-06-18,8,4,12,32,0,650,79300,1586.0,Dead (90+d),1,0.0,SUP-04
2023-10-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,234,1.34,136,2023-05-18,8,5,15,40,0,650,152100,3042.0,Dead (90+d),1,0.0,SUP-08
2023-10-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,435,0.39,101,2023-06-22,11,2,6,11,0,650,282750,5655.0,Dead (90+d),1,0.0,SUP-04
2023-10-01,RM006,Maltodextrin,Raw Material,Bangalore WH,41,46.83,13,2023-09-18,7,163,490,1405,1,120,4920,98.4,Active (0-30d),0,95.7,SUP-04
2023-10-01,RM006,Maltodextrin,Raw Material,Delhi WH,147,31.62,11,2023-09-20,19,300,900,948,1,120,17640,352.8,Active (0-30d),0,60.4,SUP-04
2023-10-01,RM006,Maltodextrin,Raw Material,Mumbai WH,144,4.0,167,2023-04-17,11,22,66,120,0,120,17280,345.6,Dead (90+d),1,0.0,SUP-02
2023-10-01,RM006,Maltodextrin,Raw Material,Pune WH,167,41.95,17,2023-09-14,19,398,1195,1258,1,120,20040,400.8,Active (0-30d),0,69.2,SUP-11
2023-10-01,RM007,Natural Flavors,Ingredient,Bangalore WH,730,3.0,83,2023-07-10,19,28,85,90,0,2200,1606000,32120.0,Very Slow (61-90d),0,0.0,SUP-11
2023-10-01,RM007,Natural Flavors,Ingredient,Delhi WH,445,2.97,173,2023-04-11,13,19,57,88,0,2200,979000,19580.0,Dead (90+d),1,0.0,SUP-01
2023-10-01,RM007,Natural Flavors,Ingredient,Mumbai WH,449,2.32,178,2023-04-06,20,23,69,69,0,2200,987800,19756.0,Dead (90+d),1,0.0,SUP-06
2023-10-01,RM007,Natural Flavors,Ingredient,Pune WH,421,2.55,116,2023-06-07,21,26,79,76,0,2200,926200,18524.0,Dead (90+d),1,0.0,SUP-11
2023-10-01,RM008,Sucralose,Ingredient,Bangalore WH,250,0.63,58,2023-08-04,8,2,7,18,0,3400,850000,17000.0,Slow (31-60d),0,0.0,SUP-05
2023-10-01,RM008,Sucralose,Ingredient,Delhi WH,239,1.78,61,2023-08-01,9,7,22,53,0,3400,812600,16252.0,Very Slow (61-90d),0,0.0,SUP-05
2023-10-01,RM008,Sucralose,Ingredient,Mumbai WH,294,0.98,60,2023-08-02,20,9,28,29,0,3400,999600,19992.0,Slow (31-60d),0,0.0,SUP-06
2023-10-01,RM008,Sucralose,Ingredient,Pune WH,557,1.08,118,2023-06-05,18,9,28,32,0,3400,1893800,37876.0,Dead (90+d),1,0.0,SUP-07
2023-10-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,345,10.67,7,2023-09-24,9,48,144,320,0,1800,621000,12420.0,Active (0-30d),0,5.4,SUP-03
2023-10-01,RM009,Vitamin Premix,Ingredient,Delhi WH,551,14.25,2,2023-09-29,21,149,448,427,0,1800,991800,19836.0,Active (0-30d),0,1.3,SUP-01
2023-10-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,585,11.31,23,2023-09-08,22,124,372,339,0,1800,1053000,21060.0,Active (0-30d),0,0.0,SUP-03
2023-10-01,RM009,Vitamin Premix,Ingredient,Pune WH,494,13.39,43,2023-08-19,15,100,300,401,0,1800,889200,17784.0,Slow (31-60d),0,0.0,SUP-07
2023-10-01,RM010,Packaging Material,Packaging,Bangalore WH,219,55.78,41,2023-08-21,17,474,1422,1673,1,180,39420,788.4,Slow (31-60d),0,62.4,SUP-09
2023-10-01,RM010,Packaging Material,Packaging,Delhi WH,105,53.12,27,2023-09-04,17,451,1354,1593,1,180,18900,378.0,Active (0-30d),0,91.0,SUP-03
2023-10-01,RM010,Packaging Material,Packaging,Mumbai WH,262,62.6,18,2023-09-13,19,594,1783,1877,1,180,47160,943.2,Active (0-30d),0,65.4,SUP-09
2023-10-01,RM010,Packaging Material,Packaging,Pune WH,39,65.97,18,2023-09-13,21,692,2077,1979,1,180,7020,140.4,Active (0-30d),0,94.0,SUP-07
2023-10-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,162,1.23,102,2023-06-21,21,12,37,37,0,950,153900,3078.0,Dead (90+d),1,0.0,SUP-05
2023-10-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,564,2.25,166,2023-04-18,7,7,22,67,0,950,535800,10716.0,Dead (90+d),1,0.0,SUP-02
2023-10-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,465,3.07,64,2023-07-29,22,33,100,92,0,950,441750,8835.0,Very Slow (61-90d),0,0.0,SUP-07
2023-10-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,96,2.11,145,2023-05-09,8,8,24,63,0,950,91200,1824.0,Dead (90+d),1,0.0,SUP-08
2023-10-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,464,58.06,27,2023-09-04,21,609,1828,1741,1,1800,835200,16704.0,Active (0-30d),0,28.5,SUP-02
2023-10-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,590,5.14,119,2023-06-04,17,43,130,154,0,1800,1062000,21240.0,Dead (90+d),1,0.0,SUP-07
2023-10-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,256,34.71,36,2023-08-26,11,190,571,1041,1,1800,460800,9216.0,Slow (31-60d),0,28.5,SUP-09
2023-10-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,266,32.92,30,2023-09-01,14,230,690,987,1,1800,478800,9576.0,Active (0-30d),0,27.0,SUP-05
2023-10-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,548,22.22,25,2023-09-06,22,244,732,666,1,3200,1753600,35072.0,Active (0-30d),0,3.8,SUP-06
2023-10-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,354,20.88,16,2023-09-15,22,229,688,626,1,3200,1132800,22656.0,Active (0-30d),0,12.3,SUP-08
2023-10-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,130,23.85,0,2023-10-01,16,190,571,715,1,3200,416000,8320.0,Active (0-30d),0,54.6,SUP-05
2023-10-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,182,26.0,13,2023-09-18,19,247,741,780,1,3200,582400,11648.0,Active (0-30d),0,38.3,SUP-01
2023-11-01,BC001,BCAA 300g,Finished Good,Bangalore WH,402,38.48,25,2023-10-07,12,230,691,1154,1,1200,482400,9648.0,Active (0-30d),0,20.3,SUP-08
2023-11-01,BC001,BCAA 300g,Finished Good,Delhi WH,127,35.92,11,2023-10-21,13,233,699,1077,1,1200,152400,3048.0,Active (0-30d),0,80.5,SUP-01
2023-11-01,BC001,BCAA 300g,Finished Good,Mumbai WH,58,35.91,40,2023-09-22,17,305,915,1077,1,1200,69600,1392.0,Slow (31-60d),0,86.7,SUP-02
2023-11-01,BC001,BCAA 300g,Finished Good,Pune WH,38,28.61,36,2023-09-26,16,228,685,858,1,1200,45600,912.0,Slow (31-60d),0,88.0,SUP-01
2023-11-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,188,17.76,9,2023-10-23,24,213,639,532,1,1600,300800,6016.0,Active (0-30d),0,25.2,SUP-06
2023-11-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,526,17.52,37,2023-09-25,13,113,340,525,0,1600,841600,16832.0,Slow (31-60d),0,0.0,SUP-06
2023-11-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,112,13.84,44,2023-09-18,12,83,249,415,1,1600,179200,3584.0,Slow (31-60d),0,22.1,SUP-10
2023-11-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,532,16.83,43,2023-09-19,23,193,580,504,1,1600,851200,17024.0,Slow (31-60d),0,0.0,SUP-04
2023-11-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,506,16.12,43,2023-09-19,17,137,411,483,0,1450,733700,14674.0,Slow (31-60d),0,0.0,SUP-02
2023-11-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,560,22.88,32,2023-09-30,8,91,274,686,0,1450,812000,16240.0,Slow (31-60d),0,1.6,SUP-04
2023-11-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,248,2.79,98,2023-07-26,18,25,75,83,0,1450,359600,7192.0,Dead (90+d),1,0.0,SUP-07
2023-11-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,441,27.35,36,2023-09-26,17,232,697,820,1,1450,639450,12789.0,Slow (31-60d),0,6.6,SUP-04
2023-11-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,342,26.49,25,2023-10-07,22,291,873,794,1,800,273600,5472.0,Active (0-30d),0,14.8,SUP-07
2023-11-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,251,17.86,31,2023-10-01,20,178,535,535,1,800,200800,4016.0,Slow (31-60d),0,10.9,SUP-09
2023-11-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,549,18.87,12,2023-10-20,21,198,594,566,1,800,439200,8784.0,Active (0-30d),0,6.3,SUP-09
2023-11-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,448,2.0,171,2023-05-14,21,21,63,60,0,800,358400,7168.0,Dead (90+d),1,0.0,SUP-02
2023-11-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,569,0.86,151,2023-06-03,9,3,10,25,0,1900,1081100,21622.0,Dead (90+d),1,0.0,SUP-08
2023-11-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,567,1.32,169,2023-05-16,9,5,16,39,0,1900,1077300,21546.0,Dead (90+d),1,0.0,SUP-08
2023-11-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,172,0.86,140,2023-06-14,21,9,27,25,0,1900,326800,6536.0,Dead (90+d),1,0.0,SUP-03
2023-11-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,65,2.39,106,2023-07-18,20,23,70,71,1,1900,123500,2470.0,Dead (90+d),1,0.0,SUP-05
2023-11-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,388,15.15,24,2023-10-08,20,151,453,454,1,4200,1629600,32592.0,Active (0-30d),0,3.7,SUP-09
2023-11-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,447,10.78,0,2023-11-01,14,75,225,323,0,4200,1877400,37548.0,Active (0-30d),0,0.0,SUP-08
2023-11-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,346,14.0,14,2023-10-18,23,161,483,420,1,4200,1453200,29064.0,Active (0-30d),0,7.4,SUP-05
2023-11-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,439,15.52,22,2023-10-10,17,131,394,465,0,4200,1843800,36876.0,Active (0-30d),0,3.3,SUP-09
2023-11-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,563,27.62,13,2023-10-19,22,303,910,828,1,1750,985250,19705.0,Active (0-30d),0,10.4,SUP-03
2023-11-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,539,41.36,23,2023-10-09,17,351,1054,1240,1,1750,943250,18865.0,Active (0-30d),0,15.3,SUP-11
2023-11-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,446,2.9,139,2023-06-15,15,21,64,87,0,1750,780500,15610.0,Dead (90+d),1,0.0,SUP-03
2023-11-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,578,37.01,30,2023-10-02,22,407,1221,1110,1,1750,1011500,20230.0,Active (0-30d),0,9.2,SUP-10
2023-11-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,576,59.64,43,2023-09-19,17,506,1519,1789,1,850,489600,9792.0,Slow (31-60d),0,16.7,SUP-07
2023-11-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,130,72.38,10,2023-10-22,20,723,2170,2171,1,850,110500,2210.0,Active (0-30d),0,96.7,SUP-06
2023-11-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,85,61.69,9,2023-10-23,18,555,1665,1850,1,850,72250,1445.0,Active (0-30d),0,97.0,SUP-02
2023-11-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,459,54.03,18,2023-10-14,7,189,567,1620,1,850,390150,7803.0,Active (0-30d),0,29.2,SUP-03
2023-11-01,RM002,Casein Powder,Raw Material,Bangalore WH,463,17.16,44,2023-09-18,14,120,360,514,0,920,425960,8519.2,Slow (31-60d),0,0.0,SUP-05
2023-11-01,RM002,Casein Powder,Raw Material,Delhi WH,313,23.57,12,2023-10-20,22,259,777,706,1,920,287960,5759.2,Active (0-30d),0,18.5,SUP-03
2023-11-01,RM002,Casein Powder,Raw Material,Mumbai WH,559,24.54,36,2023-09-26,9,110,330,736,0,920,514280,10285.6,Slow (31-60d),0,1.1,SUP-08
2023-11-01,RM002,Casein Powder,Raw Material,Pune WH,508,20.08,0,2023-11-01,17,170,511,602,1,920,467360,9347.2,Active (0-30d),0,11.8,SUP-11
2023-11-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,352,5.01,164,2023-05-21,12,30,90,150,0,780,274560,5491.2,Dead (90+d),1,0.0,SUP-11
2023-11-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,362,3.99,132,2023-06-22,24,47,142,119,0,780,282360,5647.2,Dead (90+d),1,0.0,SUP-08
2023-11-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,401,4.17,106,2023-07-18,7,14,43,125,0,780,312780,6255.6,Dead (90+d),1,0.0,SUP-05
2023-11-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,698,3.36,138,2023-06-16,14,23,69,100,0,780,544440,10888.8,Dead (90+d),1,0.0,SUP-01
2023-11-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,94,13.73,13,2023-10-19,9,61,184,411,1,1100,103400,2068.0,Active (0-30d),0,39.0,SUP-01
2023-11-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,556,17.96,40,2023-09-22,12,107,322,538,0,1100,611600,12232.0,Slow (31-60d),0,0.0,SUP-06
2023-11-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,362,15.42,19,2023-10-13,23,177,531,462,1,1100,398200,7964.0,Active (0-30d),0,6.4,SUP-09
2023-11-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,550,20.32,17,2023-10-15,19,192,577,609,1,1100,605000,12100.0,Active (0-30d),0,5.4,SUP-03
2023-11-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,91,1.49,176,2023-05-09,14,10,30,44,0,650,59150,1183.0,Dead (90+d),1,0.0,SUP-07
2023-11-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,787,3.43,176,2023-05-09,15,25,76,102,0,650,511550,10231.0,Dead (90+d),1,0.0,SUP-01
2023-11-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,751,0.16,196,2023-04-19,8,0,1,4,0,650,488150,9763.0,Dead (90+d),1,0.0,SUP-09
