date,product,region,seasonality_factor,promotion,stockout,shock_event,units_sold,price_per_unit,revenue
2025-01-28,Product_1,West,1.3,1,1,0,94,441.66,41516.04
2024-10-24,Product_2,South,1.0,0,0,0,61,363.27,22159.469999999998
2024-11-15,Product_5,East,1.3,0,0,1,623,160.14,99767.21999999999
2025-10-30,Product_4,West,1.0,0,0,0,258,341.98,88230.84000000001
2024-06-14,Product_10,West,1.0,0,0,0,237,328.62,77882.94
2025-06-09,Product_9,East,1.0,0,1,0,60,419.38,25162.8
2024-07-12,Product_7,North,1.0,0,0,0,287,130.16,37355.92
2025-05-27,Product_6,East,1.0,0,0,0,161,364.84,58739.24
2026-03-05,Product_7,West,1.0,0,0,0,127,62.32,7914.64
2025-01-31,Product_1,North,1.3,0,0,0,283,363.28,102808.23999999999
2024-07-07,Product_1,South,1.0,0,0,0,213,482.2,102708.59999999999
2025-03-01,Product_8,South,1.0,0,0,0,170,128.47,21839.9
2025-06-09,Product_2,South,1.0,0,0,0,72,190.08,13685.76
2025-06-21,Product_10,West,1.0,0,0,1,610,312.29,190496.90000000002
2025-02-02,Product_9,East,1.3,1,0,0,539,379.58,204593.62
2024-12-05,Product_7,North,1.3,0,0,0,374,204.97,76658.78
2024-09-13,Product_6,South,1.0,0,0,0,246,348.92,85834.32
2025-07-25,Product_1,North,1.0,0,0,0,220,454.68,100029.6
2025-03-01,Product_1,West,1.0,0,0,0,74,376.95,27894.3
2025-09-24,Product_2,South,1.0,0,0,0,67,369.96,24787.32
2024-07-15,Product_6,West,1.0,0,0,0,239,221.89,53031.71
2025-10-15,Product_6,East,1.0,0,0,0,190,460.14,87426.59999999999
2024-06-20,Product_2,West,1.0,0,0,0,92,174.8,16081.6
2024-08-11,Product_1,West,1.0,0,0,0,127,142.38,18082.26
2024-08-16,Product_10,East,1.0,0,0,0,77,213.9,16470.3
2024-10-01,Product_5,North,1.0,0,0,0,195,342.57,66801.15
2025-05-06,Product_5,East,1.0,0,0,0,108,437.76,47278.08
2025-02-24,Product_2,East,1.3,1,1,0,214,109.44,23420.16
2025-08-21,Product_6,West,1.0,0,1,0,33,416.21,13734.929999999998
2024-06-08,Product_9,North,1.0,0,0,0,234,415.77,97290.18
2025-09-28,Product_2,South,1.0,0,0,0,141,314.11,44289.51
2024-05-23,Product_10,East,1.0,0,0,0,228,392.29,89442.12000000001
2025-06-24,Product_2,North,1.0,0,0,0,105,131.85,13844.25
2024-10-22,Product_3,East,1.0,0,0,0,204,126.31,25767.24
2024-08-04,Product_7,East,1.0,0,0,0,209,438.26,91596.34
2024-05-13,Product_6,East,1.0,0,0,0,160,274.17,43867.200000000004
2024-07-20,Product_8,East,1.0,1,0,1,1203,160.67,193286.00999999998
2026-01-23,Product_8,West,1.3,0,1,0,109,359.93,39232.37
2024-09-30,Product_6,North,1.0,0,0,0,273,451.34,123215.81999999999
2024-07-04,Product_10,North,1.0,1,0,0,569,334.55,190358.95
2025-04-09,Product_3,North,1.0,1,0,0,662,206.31,136577.22
2025-09-02,Product_3,East,1.0,0,0,0,274,267.46,73284.04
2025-03-26,Product_1,West,1.0,0,0,0,117,388.52,45456.84
2026-02-25,Product_7,East,1.3,1,1,0,83,80.38,6671.54
2025-01-06,Product_5,East,1.3,0,0,0,387,147.72,57167.64
2024-10-12,Product_4,North,1.0,0,0,0,275,258.16,70994.0
2024-10-12,Product_10,East,1.0,0,0,0,289,321.91,93031.99
2026-01-27,Product_4,South,1.3,0,0,0,150,202.62,30393.0
2024-07-02,Product_4,East,1.0,0,0,0,203,184.28,37408.840000000004
2026-02-01,Product_6,South,1.3,0,0,0,240,68.62,16468.800000000003
2024-05-31,Product_8,East,1.0,0,0,0,55,64.67,3556.85
2025-12-25,Product_8,West,1.3,0,0,1,880,175.41,154360.8
2024-05-21,Product_5,West,1.0,0,0,0,73,288.73,21077.29
2025-05-08,Product_6,North,1.0,1,0,0,483,300.37,145078.71
2024-04-05,Product_4,East,1.0,1,1,0,198,272.31,53917.38
2025-07-10,Product_9,South,1.0,0,0,0,143,234.45,33526.35
2025-11-25,Product_8,South,1.3,0,0,1,840,163.53,137365.2
2026-02-11,Product_10,East,1.3,0,0,0,80,230.31,18424.8
2025-09-16,Product_10,South,1.0,0,1,0,73,112.44,8208.119999999999
2025-05-10,Product_1,West,1.0,0,0,0,74,101.87,7538.38
2025-08-26,Product_2,South,1.0,0,0,0,197,184.97,36439.09
2026-01-05,Product_9,North,1.3,1,0,0,513,497.91,255427.83000000002
2024-11-19,Product_8,West,1.3,0,0,0,170,196.92,33476.4
2025-09-06,Product_3,West,1.0,0,0,0,160,471.41,75425.6
2025-03-12,Product_8,West,1.0,0,0,0,131,226.52,29674.120000000003
2024-05-16,Product_1,East,1.0,0,0,0,115,247.55,28468.25
2025-09-28,Product_10,East,1.0,0,0,0,251,408.68,102578.68000000001
2024-06-17,Product_4,West,1.0,0,1,0,88,92.14,8108.32
2026-03-31,Product_3,East,1.0,0,0,1,266,132.04,35122.64
2024-06-12,Product_6,South,1.0,1,0,0,354,488.23,172833.42
2024-12-05,Product_7,East,1.3,0,0,0,291,277.66,80799.06000000001
2024-05-17,Product_4,East,1.0,1,0,0,279,69.94,19513.26
2024-07-30,Product_7,West,1.0,0,0,0,125,71.32,8915.0
2024-10-31,Product_9,North,1.0,0,0,0,288,458.26,131978.88
2024-11-25,Product_2,North,1.3,0,0,0,330,443.01,146193.3
2024-05-26,Product_3,North,1.0,0,0,0,163,256.28,41773.63999999999
2025-03-16,Product_5,South,1.0,0,0,0,160,123.45,19752.0
2024-07-16,Product_3,East,1.0,0,0,0,298,423.63,126241.74
2024-05-18,Product_8,North,1.0,0,0,0,232,196.07,45488.24
2025-10-25,Product_10,West,1.0,0,0,0,252,238.58,60122.16
2025-03-03,Product_8,North,1.0,0,0,0,196,357.11,69993.56
2024-04-26,Product_8,North,1.0,0,0,0,84,209.03,17558.52
2024-12-13,Product_9,East,1.3,0,0,0,364,332.9,121175.59999999999
2024-04-08,Product_4,East,1.0,0,0,0,102,448.38,45734.76
2025-12-16,Product_5,East,1.3,0,0,0,97,408.82,39655.54
2024-12-09,Product_5,South,1.3,1,0,0,797,221.72,176710.84
2026-02-21,Product_8,South,1.3,0,1,0,24,179.57,4309.68
2026-03-20,Product_7,North,1.0,0,0,0,167,178.48,29806.16
2025-01-28,Product_9,East,1.3,0,0,0,122,206.87,25238.14
2025-12-30,Product_8,North,1.3,0,0,1,760,272.08,206780.8
2024-05-26,Product_2,West,1.0,0,0,1,783,237.47,185939.01
2026-03-27,Product_10,West,1.0,1,0,0,698,109.85,76675.3
2025-09-08,Product_4,East,1.0,1,0,0,554,123.56,68452.24
2025-07-18,Product_6,East,1.0,0,0,0,100,204.32,20432.0
2024-04-28,Product_2,West,1.0,0,0,0,220,302.93,66644.6
2024-06-17,Product_7,East,1.0,0,1,0,50,316.7,15835.0
2024-11-02,Product_3,South,1.3,0,0,0,341,268.79,91657.39000000001
2025-04-21,Product_3,South,1.0,0,0,0,200,382.45,76490.0
2025-03-31,Product_2,East,1.0,0,0,0,233,381.76,88950.08
2026-01-26,Product_8,West,1.3,0,1,0,114,242.43,27637.02
2025-09-08,Product_6,North,1.0,1,0,0,169,106.0,17914.0
2026-02-28,Product_1,East,1.3,0,0,0,170,288.58,49058.6
2025-02-06,Product_1,East,1.3,0,0,0,162,221.66,35908.92
2024-04-07,Product_7,North,1.0,1,0,0,525,112.07,58836.75
2024-04-03,Product_8,East,1.0,0,0,0,269,491.82,132299.58
2025-12-14,Product_5,North,1.3,1,0,0,442,216.39,95644.37999999999
2025-03-29,Product_5,West,1.0,0,0,0,237,331.61,78591.57
2025-08-21,Product_4,South,1.0,0,1,0,70,270.56,18939.2
2024-12-30,Product_6,West,1.3,1,0,1,666,114.27,76103.81999999999
2025-08-19,Product_6,South,1.0,0,1,1,177,74.99,13273.23
2024-04-15,Product_3,North,1.0,0,1,0,23,331.6,7626.8
2024-10-09,Product_9,South,1.0,0,0,0,172,161.16,27719.52
2025-12-22,Product_7,West,1.3,0,0,0,297,159.64,47413.079999999994
2025-07-29,Product_1,South,1.0,0,0,0,175,480.64,84112.0
2024-04-28,Product_7,North,1.0,1,0,0,535,257.8,137923.0
2026-03-15,Product_5,South,1.0,1,0,0,205,63.24,12964.2
2024-05-09,Product_5,East,1.0,1,0,0,461,202.93,93550.73
2024-12-29,Product_2,West,1.3,0,0,0,192,313.02,60099.84
2024-11-17,Product_4,East,1.3,0,0,0,191,197.86,37791.26
2024-06-25,Product_6,North,1.0,0,0,0,176,62.08,10926.08
2025-07-18,Product_10,South,1.0,1,1,0,188,249.94,46988.72
2024-08-04,Product_7,East,1.0,0,0,0,217,97.66,21192.219999999998
2025-09-19,Product_5,East,1.0,0,1,0,38,328.62,12487.56
2024-08-23,Product_9,South,1.0,0,0,0,87,328.81,28606.47
2025-09-07,Product_3,South,1.0,0,0,0,126,66.99,8440.74
2024-10-29,Product_1,West,1.0,0,0,0,175,180.8,31640.000000000004
2024-04-25,Product_4,East,1.0,1,0,0,287,236.16,67777.92
2025-11-01,Product_9,East,1.3,1,0,0,298,297.62,88690.76
2025-04-29,Product_4,North,1.0,0,0,0,199,183.23,36462.77
2024-06-06,Product_2,West,1.0,0,0,0,65,179.49,11666.85
2024-11-19,Product_10,North,1.3,1,0,0,214,492.36,105365.04000000001
2024-07-18,Product_5,East,1.0,0,0,0,289,68.84,19894.760000000002
2024-08-24,Product_3,North,1.0,0,0,0,212,495.07,104954.84
2024-07-20,Product_9,East,1.0,0,0,0,237,71.49,16943.129999999997
2024-11-14,Product_4,East,1.3,0,0,0,288,179.75,51768.0
2024-07-20,Product_6,North,1.0,0,1,0,28,272.16,7620.4800000000005
2025-07-14,Product_2,North,1.0,0,0,0,121,114.48,13852.08
2024-05-04,Product_6,South,1.0,0,1,0,85,110.68,9407.800000000001
2025-12-14,Product_3,South,1.3,0,0,0,301,165.34,49767.340000000004
2025-04-04,Product_9,South,1.0,1,0,0,634,488.08,309442.72
2025-11-16,Product_2,East,1.3,1,0,0,766,221.05,169324.30000000002
2025-10-06,Product_9,North,1.0,1,0,0,334,304.7,101769.8
2025-05-30,Product_5,West,1.0,0,0,0,75,366.93,27519.75
2025-12-04,Product_8,East,1.3,0,0,0,365,384.0,140160.0
2025-08-31,Product_2,West,1.0,0,0,0,134,359.62,48189.08
2026-02-21,Product_6,North,1.3,1,0,0,619,201.62,124802.78
2025-01-07,Product_3,East,1.3,0,0,0,366,100.28,36702.48
2025-02-14,Product_10,West,1.3,0,0,0,148,176.77,26161.960000000003
2025-06-17,Product_5,West,1.0,0,0,0,183,144.63,26467.29
2025-02-09,Product_8,South,1.3,0,0,0,260,111.32,28943.199999999997
2025-04-12,Product_10,South,1.0,0,0,0,164,61.02,10007.28
2025-01-14,Product_1,South,1.3,1,1,0,106,471.08,49934.479999999996
2025-06-11,Product_5,East,1.0,1,0,0,321,464.47,149094.87
2026-01-22,Product_3,North,1.3,0,0,0,286,72.69,20789.34
2025-01-02,Product_4,North,1.3,1,1,0,131,127.89,16753.59
2026-03-11,Product_2,South,1.0,0,0,0,200,112.78,22556.0
2025-11-03,Product_9,South,1.3,0,0,0,188,176.55,33191.4
2025-08-16,Product_3,South,1.0,0,0,0,207,141.83,29358.81
2025-12-15,Product_2,West,1.3,0,0,0,163,475.63,77527.69
2025-08-29,Product_10,South,1.0,0,0,0,284,87.88,24957.92
2025-03-16,Product_9,West,1.0,1,0,0,478,145.25,69429.5
2025-06-20,Product_7,North,1.0,0,0,0,136,86.33,11740.88
2025-03-16,Product_6,East,1.0,0,0,0,256,491.17,125739.52
2025-11-28,Product_1,East,1.3,0,1,0,106,463.29,49108.740000000005
2026-01-24,Product_5,East,1.3,1,0,0,600,372.48,223488.0
2024-08-15,Product_3,East,1.0,0,0,0,106,241.69,25619.14
2024-11-29,Product_1,West,1.3,0,0,0,197,135.58,26709.260000000002
2025-09-25,Product_4,West,1.0,0,0,0,200,149.67,29933.999999999996
2024-05-10,Product_2,South,1.0,0,0,0,140,249.37,34911.8
2024-11-15,Product_2,West,1.3,0,0,0,122,395.7,48275.4
2025-09-30,Product_3,South,1.0,0,0,0,221,169.13,37377.729999999996
2024-11-09,Product_8,South,1.3,0,0,0,336,189.86,63792.96000000001
2024-04-06,Product_8,East,1.0,0,0,0,137,319.97,43835.89000000001
2025-02-16,Product_7,West,1.3,1,0,0,467,156.98,73309.65999999999
2025-07-12,Product_6,West,1.0,0,0,0,96,312.9,30038.399999999998
2024-06-14,Product_9,South,1.0,0,0,0,217,224.21,48653.57
2024-04-04,Product_4,South,1.0,1,1,0,144,65.47,9427.68
2026-01-06,Product_1,North,1.3,0,0,0,284,231.22,65666.48
2024-07-27,Product_8,North,1.0,1,0,0,453,463.79,210096.87
2025-11-27,Product_7,South,1.3,0,0,0,128,181.9,23283.2
2025-08-17,Product_7,North,1.0,0,0,0,225,195.27,43935.75
2025-10-26,Product_3,North,1.0,0,0,0,133,79.67,10596.11
2025-06-15,Product_4,South,1.0,1,0,0,309,326.77,100971.93
2024-10-11,Product_10,South,1.0,0,0,0,183,432.16,79085.28
2026-03-16,Product_9,West,1.0,0,0,0,140,208.82,29234.8
2025-04-27,Product_6,South,1.0,1,0,0,446,158.11,70517.06000000001
2024-04-26,Product_5,South,1.0,0,0,0,294,480.48,141261.12
2025-06-09,Product_3,East,1.0,0,1,0,47,385.28,18108.16
2024-09-20,Product_9,West,1.0,0,0,0,106,305.22,32353.320000000003
2025-01-25,Product_5,West,1.3,0,0,1,330,187.49,61871.700000000004
2026-01-05,Product_5,West,1.3,0,0,0,91,149.36,13591.760000000002
2025-02-20,Product_4,East,1.3,0,0,0,180,372.08,66974.4
2025-05-15,Product_4,South,1.0,0,0,0,89,284.8,25347.2
2024-07-27,Product_1,West,1.0,0,0,0,161,284.27,45767.469999999994
2026-03-25,Product_7,West,1.0,1,0,0,223,83.17,18546.91
2024-11-11,Product_9,North,1.3,1,1,0,120,280.49,33658.8
2025-09-14,Product_3,West,1.0,0,0,0,226,420.23,94971.98000000001
2024-07-22,Product_2,South,1.0,1,1,0,94,476.06,44749.64
2024-08-18,Product_3,South,1.0,0,0,0,197,98.01,19307.97
2025-10-11,Product_1,North,1.0,0,0,1,379,334.02,126593.57999999999
2024-04-01,Product_6,West,1.0,0,0,1,900,305.76,275184.0
2024-06-29,Product_7,West,1.0,0,0,0,166,450.64,74806.23999999999
2026-01-14,Product_2,West,1.3,0,0,0,183,388.06,71014.98
2025-02-14,Product_8,East,1.3,1,0,0,603,484.37,292075.11
2025-10-02,Product_6,West,1.0,0,0,0,77,482.01,37114.77
2024-08-17,Product_4,South,1.0,1,0,0,487,151.56,73809.72
2025-08-24,Product_5,South,1.0,0,1,0,72,376.41,27101.52
2024-12-15,Product_8,East,1.3,0,0,0,96,288.74,27719.04
2026-02-02,Product_3,East,1.3,0,1,0,41,146.57,6009.37
2026-02-19,Product_3,West,1.3,0,0,0,378,137.69,52046.82
2024-04-10,Product_4,North,1.0,0,1,0,27,86.49,2335.23
2024-12-17,Product_1,East,1.3,0,0,0,237,408.0,96696.0
2026-01-10,Product_9,East,1.3,0,0,0,161,196.03,31560.83
2024-09-19,Product_8,West,1.0,0,0,0,298,435.64,129820.72
2024-04-13,Product_8,West,1.0,0,0,0,87,323.74,28165.38
2024-09-15,Product_10,East,1.0,0,0,0,183,353.14,64624.619999999995
2026-01-02,Product_6,North,1.3,1,0,0,652,181.25,118175.0
2025-11-17,Product_7,East,1.3,0,0,0,161,255.78,41180.58
2025-02-15,Product_6,West,1.3,0,0,0,248,235.54,58413.92
2025-02-13,Product_9,West,1.3,1,0,0,331,156.06,51655.86
2025-12-04,Product_3,East,1.3,0,0,0,282,424.63,119745.66
2025-02-23,Product_3,North,1.3,0,0,0,67,329.94,22105.98
2025-10-02,Product_3,East,1.0,1,1,0,212,66.84,14170.08
2025-05-24,Product_10,East,1.0,0,0,0,166,418.96,69547.36
2025-11-27,Product_3,West,1.3,0,0,0,192,97.72,18762.239999999998
2024-07-04,Product_9,North,1.0,0,1,0,82,231.66,18996.12
2025-11-02,Product_4,South,1.3,1,0,0,610,307.07,187312.69999999998
2025-02-12,Product_7,North,1.3,1,0,0,201,53.44,10741.439999999999
2024-11-22,Product_9,East,1.3,0,0,0,253,343.81,86983.93000000001
2025-02-28,Product_7,East,1.3,0,0,0,313,346.87,108570.31
2025-04-11,Product_9,East,1.0,0,0,0,290,343.64,99655.59999999999
2025-07-03,Product_3,North,1.0,0,0,0,165,123.56,20387.4
2024-08-15,Product_4,West,1.0,0,0,0,174,165.08,28723.920000000002
2025-11-09,Product_8,East,1.3,0,0,0,178,161.32,28714.96
2025-09-29,Product_6,East,1.0,1,0,1,2003,482.03,965506.09
2025-08-26,Product_5,North,1.0,1,1,0,56,80.39,4501.84
2025-01-21,Product_4,South,1.3,0,0,1,836,242.94,203097.84
2025-02-14,Product_8,South,1.3,0,1,0,19,442.06,8399.14
2025-10-24,Product_1,West,1.0,0,1,0,83,396.26,32889.58
2025-03-15,Product_9,West,1.0,0,0,0,202,420.1,84860.20000000001
2024-11-15,Product_1,East,1.3,0,0,0,288,487.53,140408.63999999998
2024-12-26,Product_8,North,1.3,1,0,0,712,224.27,159680.24000000002
2025-01-16,Product_4,East,1.3,0,0,0,227,189.34,42980.18
2026-03-26,Product_9,West,1.0,0,0,0,284,63.8,18119.2
2024-09-12,Product_5,North,1.0,0,1,0,82,117.51,9635.82
2024-04-05,Product_3,North,1.0,0,0,0,138,302.91,41801.58
2025-04-14,Product_9,West,1.0,0,0,0,193,120.95,23343.350000000002
2024-06-17,Product_9,South,1.0,0,0,0,275,381.34,104868.5
2025-05-15,Product_4,South,1.0,0,0,0,270,66.75,18022.5
2025-10-26,Product_4,North,1.0,1,0,0,474,166.77,79048.98000000001
2024-08-10,Product_8,East,1.0,0,0,1,522,362.95,189459.9
2025-11-22,Product_2,South,1.3,0,0,0,338,164.98,55763.24
2024-05-12,Product_9,East,1.0,0,0,0,74,377.94,27967.56
2024-06-28,Product_6,South,1.0,0,0,0,65,498.14,32379.1
2025-05-07,Product_9,South,1.0,0,0,0,231,408.69,94407.39
2025-01-21,Product_8,East,1.3,0,0,0,379,203.83,77251.57
2025-01-20,Product_7,West,1.3,0,0,0,158,455.27,71932.66
2025-12-07,Product_1,South,1.3,0,0,0,231,73.03,16869.93
2025-09-08,Product_3,South,1.0,0,0,0,91,376.25,34238.75
2026-02-20,Product_2,East,1.3,0,0,0,254,60.5,15367.0
2025-12-28,Product_5,West,1.3,1,0,0,774,128.55,99497.70000000001
2025-05-27,Product_5,South,1.0,0,0,0,211,494.41,104320.51000000001
2024-04-23,Product_5,South,1.0,0,1,0,38,212.4,8071.2
2025-10-27,Product_4,West,1.0,0,0,0,285,419.22,119477.70000000001
2024-08-21,Product_5,South,1.0,0,0,0,153,219.24,33543.72
2026-01-25,Product_3,West,1.3,1,0,0,685,428.01,293186.85
2024-08-23,Product_1,West,1.0,0,0,0,195,484.45,94467.75
2024-11-11,Product_5,East,1.3,1,0,0,267,245.99,65679.33
2025-08-16,Product_9,North,1.0,1,0,0,298,301.71,89909.57999999999
2025-12-07,Product_9,West,1.3,0,0,0,226,332.89,75233.14
2024-07-13,Product_4,East,1.0,0,0,0,94,470.68,44243.92
2024-05-09,Product_3,North,1.0,0,0,0,183,165.53,30291.99
2024-10-15,Product_1,South,1.0,1,0,0,152,325.06,49409.12
2026-01-06,Product_2,North,1.3,0,0,1,673,196.12,131988.76
2025-10-31,Product_8,West,1.0,0,1,0,35,147.62,5166.7
2025-04-26,Product_1,West,1.0,0,0,0,145,88.21,12790.449999999999
2024-09-26,Product_8,West,1.0,0,0,0,154,329.32,50715.28
2025-10-06,Product_7,West,1.0,0,0,0,97,446.94,43353.18
2025-06-22,Product_8,West,1.0,0,0,0,284,208.13,59108.92
2025-08-13,Product_6,East,1.0,0,0,0,88,298.7,26285.6
2024-04-15,Product_9,West,1.0,1,0,0,191,338.96,64741.35999999999
2025-12-14,Product_3,East,1.3,0,0,0,367,236.59,86828.53
2026-01-29,Product_10,South,1.3,0,0,0,76,456.51,34694.76
2025-01-14,Product_4,West,1.3,0,1,0,30,213.24,6397.200000000001
2025-07-22,Product_6,West,1.0,0,0,0,298,106.25,31662.5
2024-11-17,Product_8,North,1.3,0,0,0,380,114.81,43627.8
2025-05-25,Product_5,South,1.0,0,0,0,67,450.89,30209.629999999997
2024-09-04,Product_3,West,1.0,0,0,0,237,494.6,117220.20000000001
2025-10-02,Product_6,West,1.0,0,0,0,137,180.02,24662.74
2025-06-15,Product_4,South,1.0,0,0,0,293,114.62,33583.66
2024-07-06,Product_9,East,1.0,0,0,0,174,267.0,46458.0
2025-05-16,Product_3,West,1.0,0,0,0,122,369.29,45053.380000000005
2025-01-14,Product_4,North,1.3,0,0,0,353,325.58,114929.73999999999
2024-12-10,Product_7,West,1.3,0,0,0,83,478.0,39674.0
2024-10-13,Product_7,North,1.0,0,0,0,53,418.0,22154.0
2025-11-19,Product_4,North,1.3,0,0,0,312,441.04,137604.48
2025-09-04,Product_6,West,1.0,0,0,0,217,293.75,63743.75
2025-08-30,Product_3,West,1.0,1,1,0,37,197.27,7298.990000000001
2025-12-26,Product_6,North,1.3,1,1,0,137,365.78,50111.85999999999
2024-07-27,Product_2,South,1.0,0,0,0,186,247.57,46048.02
2024-09-06,Product_8,South,1.0,0,0,0,203,179.49,36436.47
2024-11-14,Product_2,West,1.3,1,0,0,564,118.52,66845.28
2024-11-02,Product_7,East,1.3,0,0,0,335,287.54,96325.90000000001
2026-02-25,Product_9,South,1.3,0,0,0,84,317.41,26662.440000000002
2024-04-15,Product_1,West,1.0,1,0,0,465,305.95,142266.75
2024-09-04,Product_8,South,1.0,0,0,0,148,102.45,15162.6
2026-01-08,Product_7,East,1.3,0,0,0,221,306.49,67734.29000000001
2024-12-17,Product_6,West,1.3,0,0,0,131,125.79,16478.49
2024-09-04,Product_6,East,1.0,0,0,0,118,348.67,41143.060000000005
2024-05-17,Product_6,West,1.0,0,0,0,296,243.22,71993.12
2025-02-18,Product_9,East,1.3,0,0,0,70,431.95,30236.5
2026-02-14,Product_2,South,1.3,0,0,0,89,400.22,35619.58
2024-08-08,Product_1,South,1.0,0,0,1,343,375.97,128957.71
2025-05-16,Product_6,East,1.0,0,0,1,546,365.33,199470.18
2024-07-04,Product_10,East,1.0,0,0,0,160,302.22,48355.200000000004
2025-12-18,Product_8,East,1.3,0,0,0,66,77.5,5115.0
2025-01-17,Product_3,West,1.3,0,0,0,184,344.97,63474.48
2025-01-08,Product_10,South,1.3,0,0,0,80,260.11,20808.800000000003
2024-06-08,Product_1,West,1.0,1,0,0,118,261.3,30833.4
2026-01-20,Product_9,South,1.3,0,0,0,284,220.56,62639.04
2024-04-11,Product_1,North,1.0,0,0,0,158,468.08,73956.64
2024-12-10,Product_3,West,1.3,0,1,0,47,162.25,7625.75
2025-10-02,Product_8,South,1.0,0,1,0,71,192.47,13665.37
2024-08-12,Product_3,South,1.0,0,0,0,144,483.37,69605.28
2026-03-13,Product_4,West,1.0,0,1,0,46,414.57,19070.22
2024-04-23,Product_8,West,1.0,0,0,0,57,56.34,3211.38
2025-03-12,Product_1,South,1.0,0,0,0,116,457.75,53099.0
2025-01-27,Product_6,West,1.3,1,0,0,793,151.99,120528.07
2025-03-29,Product_1,East,1.0,1,0,0,536,367.67,197071.12
2025-05-01,Product_1,West,1.0,0,0,0,159,298.88,47521.92
2024-11-04,Product_8,West,1.3,0,0,0,75,291.57,21867.75
2024-08-19,Product_4,West,1.0,0,0,0,271,373.06,101099.26
2025-12-07,Product_1,South,1.3,0,0,0,215,143.23,30794.449999999997
2024-10-27,Product_10,East,1.0,0,0,0,60,121.56,7293.6
2025-12-14,Product_7,North,1.3,0,0,0,192,343.36,65925.12
2025-12-07,Product_5,North,1.3,1,0,0,840,180.76,151838.4
2026-02-12,Product_5,East,1.3,0,0,0,118,488.28,57617.03999999999
2025-07-04,Product_1,East,1.0,0,0,0,190,253.18,48104.200000000004
2025-03-22,Product_10,East,1.0,0,0,0,213,100.22,21346.86
2025-02-18,Product_6,South,1.3,0,0,0,219,358.62,78537.78
2024-08-11,Product_9,North,1.0,0,0,0,190,187.77,35676.3
2024-08-05,Product_9,East,1.0,0,0,0,61,116.86,7128.46
2024-07-15,Product_8,South,1.0,1,0,0,194,240.27,46612.380000000005
2025-11-25,Product_5,North,1.3,0,0,0,159,483.9,76940.09999999999
2025-04-13,Product_1,West,1.0,0,0,0,297,235.14,69836.58
2024-05-21,Product_9,South,1.0,1,1,0,82,206.3,16916.600000000002
2024-04-29,Product_1,North,1.0,0,0,0,101,250.03,25253.03
2025-07-06,Product_8,South,1.0,0,0,0,248,55.45,13751.6
2025-01-21,Product_5,North,1.3,0,0,0,232,109.9,25496.800000000003
2025-01-22,Product_3,North,1.3,0,0,0,383,432.35,165590.05000000002
2026-03-27,Product_7,West,1.0,0,0,1,268,490.12,131352.16
2025-05-12,Product_7,South,1.0,0,0,0,109,121.07,13196.63
2025-12-04,Product_9,East,1.3,1,0,0,210,290.98,61105.8
2025-05-10,Product_7,West,1.0,0,0,0,152,484.85,73697.2
2025-03-12,Product_3,West,1.0,0,0,0,89,120.46,10720.939999999999
2025-12-13,Product_1,North,1.3,0,0,0,146,133.84,19540.64
2025-05-25,Product_8,East,1.0,0,0,0,280,467.07,130779.59999999999
2024-09-29,Product_3,South,1.0,0,0,0,134,367.56,49253.04
2024-04-01,Product_8,East,1.0,0,0,0,200,118.39,23678.0
2025-10-19,Product_8,East,1.0,0,0,0,206,227.07,46776.42
2025-04-06,Product_5,East,1.0,0,0,0,255,75.32,19206.6
2026-01-21,Product_1,East,1.3,1,0,0,746,244.7,182546.19999999998
2025-06-05,Product_10,East,1.0,0,0,0,228,400.06,91213.68000000001
2025-02-03,Product_7,North,1.3,0,0,0,319,299.29,95473.51000000001
2024-08-15,Product_10,North,1.0,1,0,0,678,341.35,231435.30000000002
2024-10-19,Product_5,West,1.0,0,0,0,272,197.07,53603.04
2025-06-10,Product_8,North,1.0,0,0,0,138,122.63,16922.94
2025-02-07,Product_9,West,1.3,1,0,0,257,55.9,14366.3
2024-07-26,Product_7,West,1.0,0,0,0,227,419.59,95246.93
2026-01-26,Product_7,South,1.3,0,0,0,89,336.49,29947.61
2025-10-27,Product_1,East,1.0,0,0,0,285,153.19,43659.15
2024-11-30,Product_4,North,1.3,0,0,0,301,238.3,71728.3
2025-09-19,Product_2,South,1.0,0,0,0,258,410.65,105947.7
2025-11-23,Product_2,North,1.3,0,0,0,371,292.42,108487.82
2024-06-14,Product_2,West,1.0,0,0,0,179,185.07,33127.53
2025-04-21,Product_4,North,1.0,0,0,0,202,170.23,34386.46
2024-10-27,Product_1,East,1.0,0,0,0,62,147.93,9171.66
2025-07-19,Product_4,West,1.0,0,0,0,171,420.68,71936.28
2025-05-23,Product_2,West,1.0,1,0,0,374,311.84,116628.15999999999
2025-03-13,Product_5,South,1.0,0,0,0,269,369.12,99293.28
2025-09-11,Product_3,East,1.0,1,0,0,337,437.05,147285.85
2025-12-31,Product_8,West,1.3,0,0,0,218,494.09,107711.62
2024-09-26,Product_4,East,1.0,0,0,0,119,162.27,19310.13
2024-09-29,Product_1,North,1.0,0,0,0,244,131.41,32064.04
2026-01-24,Product_1,East,1.3,0,0,0,305,257.9,78659.5
2024-04-25,Product_10,West,1.0,0,0,0,148,65.78,9735.44
2024-09-27,Product_3,South,1.0,0,0,0,131,406.27,53221.369999999995
2026-03-11,Product_9,West,1.0,0,0,0,124,447.69,55513.56
2025-08-14,Product_7,East,1.0,0,0,0,167,358.72,59906.240000000005
2024-09-08,Product_2,East,1.0,0,0,0,133,170.6,22689.8
